,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
6898,230,4,70,14,2,2,82,4,4,2,17,1,47,1,2,2,44,83,4,2,1,86
9942,269,14,91,28,0,0,97,-8,6,6,34,0,26,0,0,0,49,70,5,4,2,75
495,188,3,54,9,1,0,80,9,4,5,11,1,70,-7,2,2,-8,115,-8,3,-8,100
2979,258,1,119,41,2,2,91,1,4,2,19,3,18,0,2,2,12,-8,6,2,2,38
1929,389,3,81,64,0,0,98,24,6,6,66,3,26,0,6,5,67,57,32,5,7,93
2162,127,1,57,16,0,0,94,9,4,6,18,2,28,0,3,2,28,100,3,3,0,60
177,129,10,64,30,0,0,78,2,4,6,32,3,34,0,1,1,17,99,2,10,0,67
934,464,4,107,32,0,0,100,-7,7,8,33,1,48,3,1,1,90,80,7,5,6,87
2809,295,12,113,18,0,0,56,2,4,6,43,0,17,-7,0,0,58,19,7,2,3,75
6810,118,5,56,9,0,0,100,-7,7,8,9,1,22,6,0,0,0,-8,1,-8,0,17
10286,147,1,68,30,0,0,94,26,6,6,35,3,49,0,4,4,0,10,0,2,-8,50
6117,361,1,115,24,0,0,100,-7,7,8,25,3,44,0,1,1,17,96,4,5,1,64
8336,274,4,105,10,1,1,100,-7,0,8,12,1,45,0,1,1,24,76,3,2,0,71
1579,263,1,116,14,0,0,100,-7,7,8,16,3,19,0,14,14,45,-8,4,-8,2,40
6109,233,7,56,24,0,0,96,12,6,6,24,2,8,0,0,0,33,-8,2,1,0,33
7256,190,10,92,20,1,0,91,6,4,5,22,2,36,0,1,1,7,39,7,6,0,87
6375,445,15,125,12,0,0,83,21,6,6,12,0,42,0,1,1,55,-8,4,1,1,100
9810,175,2,71,22,2,1,96,3,3,5,24,3,42,0,2,2,70,70,4,6,2,69
2655,207,6,57,21,0,0,95,66,6,6,9,1,71,-7,0,0,1,98,2,6,0,82
1745,62,5,42,10,0,0,100,-7,7,8,10,1,0,0,2,2,84,-8,8,-8,4,80
3838,165,2,67,36,0,0,100,-7,7,8,33,4,22,9,0,0,7,33,6,3,0,75
7512,118,4,33,12,2,0,87,1,3,5,15,5,53,-7,1,1,18,87,1,2,0,60
8617,288,2,96,35,0,0,100,-7,7,8,38,3,34,0,2,2,5,95,3,4,0,41
6392,165,12,95,17,0,0,100,-7,7,8,18,0,50,0,0,0,21,29,2,2,1,80
7731,281,9,107,22,2,0,79,2,4,5,24,4,42,6,0,0,86,91,3,3,2,78
2850,113,13,21,9,0,0,100,-7,7,8,14,0,11,0,2,2,20,-8,3,1,1,50
5828,131,20,73,6,1,0,56,1,4,5,9,0,22,0,1,1,67,79,2,2,0,100
8324,266,7,98,15,0,0,100,-7,7,8,17,1,35,2,1,1,46,-8,1,1,1,40
7574,270,2,94,22,0,0,100,-7,7,8,23,3,39,-7,1,1,6,29,4,2,0,78
360,337,4,110,6,2,0,67,26,6,5,9,2,67,0,1,1,-8,82,-8,3,-8,100
8945,195,8,56,26,2,0,86,26,5,5,29,1,45,0,3,2,87,59,10,8,2,100
5102,204,9,53,38,0,0,100,-7,7,8,40,4,42,8,1,0,42,84,4,2,2,54
3414,131,1,44,9,0,0,100,-7,7,8,10,4,40,0,6,6,94,92,5,4,4,100
3864,336,19,68,6,0,0,100,-7,7,8,10,0,50,18,0,0,73,-8,1,1,0,100
9455,118,7,64,11,0,0,86,9,4,6,14,1,64,0,1,1,27,65,1,5,0,100
10441,155,1,71,24,0,0,100,-7,7,8,25,3,32,3,3,3,54,-8,3,1,1,100
4223,164,11,78,15,1,0,71,1,4,5,17,1,41,0,0,0,27,70,2,3,0,45
577,205,20,102,14,0,0,100,-7,7,8,18,0,56,-7,0,0,5,74,2,2,0,67
7092,304,6,83,27,0,0,93,55,5,6,27,5,33,0,2,2,34,90,6,3,1,69
5434,146,5,60,21,0,0,91,2,4,6,22,2,68,0,4,4,34,46,2,4,2,75
3975,69,6,19,6,0,0,100,-7,7,8,3,4,33,4,2,1,3,-8,2,2,0,100
7405,169,5,70,19,0,0,62,2,4,6,21,1,33,0,0,0,87,48,5,2,4,64
483,81,6,46,24,0,0,100,-7,7,8,24,1,25,-7,4,4,13,-8,2,1,0,43
1573,152,2,67,12,3,3,92,73,6,6,15,3,23,0,1,1,7,67,4,1,0,71
7888,142,10,56,31,0,0,94,3,4,6,32,1,50,1,2,2,76,49,3,2,2,63
2863,5,3,46,10,1,0,91,28,6,5,1,2,36,1,2,2,68,-8,1,1,1,50
4453,13,13,13,1,0,0,100,-7,7,8,1,0,100,0,1,1,-8,-8,-8,1,-8,100
4893,246,2,70,34,0,0,100,-7,7,8,35,1,31,2,1,1,24,-8,11,-8,2,65
392,154,14,69,39,0,0,98,71,6,6,41,0,27,0,1,1,10,59,3,3,0,55
7700,151,19,78,38,2,2,90,7,4,3,42,0,67,1,3,3,86,59,5,3,1,100
1759,584,13,172,17,0,0,76,4,4,6,17,0,24,0,8,8,61,72,8,1,1,100
3753,249,7,86,37,0,0,100,-7,7,8,54,5,42,2,4,4,41,84,4,6,0,79
9784,273,9,101,11,1,0,77,24,6,5,13,1,15,0,0,0,20,-8,1,1,0,29
6860,214,22,94,41,1,0,67,2,4,5,52,0,65,2,3,3,7,66,4,4,0,53
6272,180,6,82,27,0,0,100,-7,7,8,27,1,26,-8,0,0,0,-8,1,1,0,25
9827,115,12,60,8,2,2,62,1,0,2,13,0,31,0,0,0,13,0,1,2,0,60
1766,49,4,24,11,0,0,100,-7,7,8,11,2,27,0,0,0,79,-8,6,1,6,88
2464,179,6,83,23,0,0,100,-7,7,8,23,1,30,-7,0,0,43,84,8,2,1,71
4657,276,2,74,24,1,1,96,3,1,3,26,4,23,0,2,2,59,73,6,2,1,69
9400,202,3,92,19,0,0,95,51,6,6,34,4,26,4,1,1,3,-8,3,1,0,36
3595,376,4,130,17,0,0,100,-7,7,8,27,2,53,4,1,1,1,89,2,2,0,57
7301,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100
6370,335,8,148,18,0,0,100,-7,7,8,18,1,22,0,1,1,89,73,9,1,7,91
3683,-8,57,89,7,0,0,100,-7,7,8,0,0,14,0,1,1,27,-8,2,-8,1,40
9686,138,44,97,26,0,0,100,-7,7,8,34,0,62,6,0,0,8,-8,1,1,0,33
9895,207,4,68,25,0,0,96,17,6,6,26,4,46,0,4,3,0,-8,2,1,0,43
6621,106,2,31,40,0,0,100,-7,7,8,41,10,46,-7,11,11,57,86,14,6,3,87
3345,176,14,79,29,0,0,97,11,6,6,33,0,14,0,2,2,15,-8,3,1,2,40
845,195,1,77,29,1,1,94,41,6,3,34,7,47,8,0,0,28,99,7,3,1,77
5322,45,3,27,3,0,0,100,-7,7,8,4,1,67,0,1,1,55,45,1,1,0,100
10273,72,4,18,11,0,0,100,-7,7,8,11,6,36,4,1,1,18,99,4,2,0,75
529,183,7,62,6,1,1,86,73,6,3,7,2,29,-7,2,2,73,-8,4,-8,2,100
8999,87,5,31,14,0,0,100,-7,7,8,14,6,29,0,1,1,64,-8,7,1,0,100
3350,201,8,46,17,0,0,100,-7,7,8,4,2,29,19,0,0,9,46,4,2,0,43
2151,198,1,90,28,0,0,100,-7,7,8,29,1,28,0,1,1,59,44,4,2,3,47
2336,290,5,96,14,0,0,100,-7,7,8,43,2,21,-7,1,1,29,-8,5,2,1,58
6746,174,8,79,22,1,1,87,25,6,3,23,2,35,2,3,1,31,-8,4,3,2,64
3197,298,10,121,23,0,0,100,-7,7,8,24,2,25,1,3,3,48,87,5,1,1,67
3451,462,5,66,20,0,0,90,38,6,6,27,2,20,4,2,2,41,-8,4,1,2,83
6193,187,11,77,24,0,0,100,-7,7,8,24,1,50,10,0,0,48,87,4,3,2,100
2881,211,3,30,19,0,0,95,5,4,6,2,1,26,1,2,2,58,97,4,3,1,78
2055,29,1,13,13,0,0,100,-7,7,8,15,8,0,0,12,12,27,-8,8,-8,3,57
6256,186,3,71,19,1,0,70,11,4,5,24,1,48,18,0,0,53,22,4,4,1,89
6213,294,41,117,18,0,0,100,-7,7,8,18,0,22,-8,0,0,6,-8,3,1,0,67
128,203,6,91,15,0,0,100,-7,7,8,17,1,29,-7,0,0,16,93,6,2,1,69
2188,176,4,84,29,3,2,91,1,0,2,32,2,22,0,0,0,7,90,7,4,1,55
5144,310,3,95,24,1,0,96,3,3,5,28,2,46,0,1,1,43,55,4,3,1,78
839,300,5,98,62,0,0,98,67,6,6,64,1,27,0,3,3,31,33,10,5,1,59
4728,32,10,17,4,0,0,100,-7,7,8,4,1,50,3,4,4,13,92,1,2,-8,75
355,182,0,89,41,0,0,100,-7,7,8,44,3,27,0,3,3,40,100,5,4,3,50
6160,341,3,94,34,0,0,100,-7,7,8,34,2,41,2,3,3,1,-8,3,2,1,38
228,191,4,74,38,0,0,93,5,4,6,40,2,33,1,2,2,48,45,12,3,3,83
10279,351,4,110,34,0,0,100,-7,7,8,36,3,44,4,1,1,2,77,1,8,0,53
6433,278,0,73,15,0,0,94,38,6,6,16,2,31,0,0,0,22,-8,6,1,2,64
7429,320,13,123,5,0,0,100,-7,7,8,5,0,20,0,0,0,4,66,2,1,0,60
8563,166,2,55,28,3,2,78,1,4,2,32,3,28,1,1,1,43,85,13,4,4,81
4033,413,8,140,29,0,0,100,-7,7,8,27,2,28,3,1,1,30,42,2,3,1,38
5341,52,3,27,6,0,0,83,-8,6,6,6,2,67,-7,3,3,74,96,1,2,-8,100
3903,414,4,135,26,0,0,100,-7,7,8,24,2,19,-8,0,0,13,8,6,1,0,47
8179,101,10,45,24,0,0,100,-7,7,8,25,1,38,0,4,4,24,67,3,3,2,43
6669,190,3,64,13,1,0,71,34,6,5,14,2,29,-7,2,2,37,44,8,2,0,91
9672,207,3,72,43,0,0,100,-7,7,8,43,3,35,0,1,1,10,53,10,2,0,65
2744,95,11,131,8,0,0,100,-7,7,8,2,1,0,-7,0,0,1,-8,3,-8,0,38
2704,54,12,32,3,0,0,100,-7,7,8,4,0,33,-7,2,1,25,-8,2,-8,0,100
3707,241,12,81,15,0,0,100,-7,7,8,18,0,40,12,0,0,9,-8,1,1,0,50
4169,165,1,52,9,2,2,82,28,6,4,12,1,18,0,2,2,9,100,2,1,0,50
2029,135,14,72,27,1,0,87,17,6,5,30,0,47,0,1,1,0,24,1,5,0,60
8066,340,2,125,16,0,0,100,-7,7,8,18,2,17,-8,0,0,5,-8,1,1,0,29
5384,252,24,127,32,1,1,86,1,4,3,43,0,47,-7,0,0,38,-8,7,1,1,53
5196,152,3,72,53,0,0,100,-7,7,8,59,5,21,2,6,6,43,-8,3,1,0,80
5713,204,9,70,5,2,1,43,10,0,2,7,1,29,0,0,0,85,48,3,2,1,100
2973,80,6,91,14,1,1,93,11,0,2,4,1,33,-8,0,0,26,32,4,2,0,67
4809,341,4,115,25,0,0,96,65,6,6,25,2,28,0,2,2,3,100,3,3,-8,64
9019,138,8,57,23,0,0,88,46,5,6,24,2,58,0,0,0,80,79,3,4,1,88
3635,154,5,76,16,0,0,94,42,6,6,18,2,12,4,2,2,42,-8,4,-8,1,50
3892,190,17,83,29,1,0,93,74,6,5,28,0,27,17,0,0,72,-8,7,1,3,67
6472,89,4,30,17,0,0,100,-7,7,8,17,3,47,0,0,0,82,75,7,3,4,100
8562,439,4,101,32,0,0,100,-7,7,8,33,2,13,3,1,1,3,51,5,2,0,33
8836,215,12,110,15,0,0,73,13,6,6,15,0,7,11,0,0,75,-8,5,-8,4,64
2492,161,8,81,18,0,0,94,44,6,6,28,1,33,-7,5,4,7,-8,3,1,0,100
8279,261,8,101,14,1,0,82,4,4,5,17,2,29,-7,0,0,18,-8,3,2,0,56
1669,209,5,77,28,0,0,100,-7,7,8,28,3,29,0,0,0,43,-8,4,2,2,55
7829,294,4,98,29,0,0,91,8,4,6,32,1,53,0,2,2,30,-8,4,2,1,86
1547,185,2,109,15,2,1,78,55,6,2,18,3,33,0,4,4,24,80,3,1,0,57
8912,129,6,49,14,3,1,55,7,4,3,22,2,59,0,0,0,100,83,3,8,1,85
3735,273,8,105,44,3,1,86,11,0,2,25,2,20,1,1,1,5,77,9,4,0,68
5847,131,12,74,8,0,0,100,-7,7,8,8,0,25,0,1,1,46,-8,2,1,1,75
2805,199,12,87,12,0,0,92,9,4,6,14,0,17,-7,0,0,1,-8,3,1,0,67
5814,67,15,53,5,1,1,50,14,6,2,6,0,50,0,2,2,-8,-8,1,1,-8,100
4685,150,2,50,32,1,1,94,26,0,2,34,3,32,2,2,2,55,84,7,3,3,79
7593,154,3,64,19,1,1,95,10,0,2,20,2,20,-7,1,1,60,33,8,2,2,73
4912,181,7,81,26,0,0,96,4,4,6,27,4,8,-8,0,0,53,-8,7,-8,3,47
5421,167,24,110,23,0,0,100,-7,7,8,26,0,31,15,0,0,51,-8,4,-8,1,67
3395,222,3,73,38,0,0,100,-7,7,8,39,3,31,0,2,2,8,100,3,2,0,38
2461,248,5,45,18,0,0,94,23,6,6,13,1,33,-7,5,5,64,52,2,3,1,63
351,340,1,87,45,0,0,100,-7,5,8,49,6,27,0,10,10,3,82,6,5,0,44
1726,238,7,92,23,0,0,96,59,6,6,23,1,22,0,0,0,31,49,8,3,0,61
6241,255,7,105,11,0,0,91,52,6,6,11,1,45,6,0,0,7,33,2,3,0,83
5725,188,4,79,18,0,0,100,-7,7,8,19,4,26,0,0,0,46,99,6,2,2,100
299,338,2,62,22,0,0,96,12,6,6,23,3,35,0,4,4,25,100,3,2,1,45
45,209,2,95,41,0,0,100,-7,7,8,42,3,38,0,1,1,42,-8,7,2,2,82
221,415,10,129,20,0,0,90,5,4,6,20,1,20,-8,0,0,8,84,1,1,0,50
2296,224,3,122,20,0,0,100,-7,7,8,5,2,10,-7,1,1,16,-8,8,-8,1,73
4127,211,3,76,41,0,0,100,-7,7,8,41,4,17,0,1,1,48,64,5,3,4,29
5657,137,3,78,14,1,1,63,14,6,3,16,2,25,0,3,3,1,-8,1,1,0,38
835,245,2,98,7,0,0,100,-7,7,8,8,1,63,21,0,0,11,79,2,2,0,80
8636,328,12,115,36,0,0,100,-7,7,8,36,0,36,11,0,0,69,48,8,7,5,83
9111,147,4,66,20,0,0,100,-7,7,8,20,2,50,-7,0,0,74,76,5,4,1,100
143,233,3,106,28,0,0,97,2,4,6,30,4,37,2,3,3,4,98,4,2,0,86
8970,112,15,67,12,0,0,100,-7,7,8,13,0,8,0,0,0,50,-8,2,1,2,38
3518,244,22,94,20,0,0,100,-7,7,8,24,0,25,6,0,0,0,-8,0,1,0,11
3736,180,2,99,27,0,0,100,-7,7,8,19,1,20,2,3,3,81,-8,5,1,3,78
454,152,66,113,13,7,6,65,4,0,2,23,0,22,0,1,1,56,-8,2,1,2,57
6073,184,6,76,42,0,0,98,48,6,6,42,1,26,5,2,1,84,31,5,2,2,70
8764,88,2,25,11,0,0,100,-7,7,8,13,7,54,-7,3,3,0,88,0,4,0,40
7433,90,17,60,11,1,1,100,-7,0,8,13,0,50,0,2,2,76,-8,1,2,-8,100
2986,204,17,86,28,1,1,100,-7,0,8,46,0,10,14,0,0,1,49,2,1,0,19
8409,299,3,102,26,0,0,90,14,6,6,31,1,35,0,0,0,7,38,2,2,0,45
2148,43,1,21,16,0,0,94,36,6,6,17,7,29,0,9,9,32,99,4,1,1,50
4527,201,40,114,19,6,2,63,4,3,5,24,0,42,-7,0,0,50,-8,6,2,1,100
4656,189,16,89,17,0,0,100,-7,7,8,18,0,29,4,1,1,14,-8,3,2,0,56
5373,255,1,87,16,0,0,76,1,4,6,17,1,41,-7,3,3,80,43,4,3,3,100
2477,184,22,97,19,0,0,100,-7,7,8,14,0,21,-7,2,2,31,71,3,2,0,71
6502,198,2,54,19,0,0,90,1,4,6,20,4,60,0,0,0,72,68,3,4,2,88
8371,133,13,58,34,0,0,100,-7,7,8,36,0,22,0,4,4,36,77,5,4,2,45
4939,128,5,78,44,0,0,100,-7,7,8,44,1,14,2,1,1,8,85,7,2,0,36
2091,176,8,59,29,0,0,100,-7,7,8,29,1,66,0,3,3,95,76,3,6,2,82
2189,191,1,64,18,0,0,89,13,6,6,19,4,42,0,3,3,12,86,2,2,1,40
3471,428,6,59,14,0,0,100,-7,7,8,45,4,29,3,1,1,3,-8,3,-8,0,43
3668,352,4,114,26,0,0,88,2,4,6,22,2,15,20,0,0,2,73,6,2,0,44
6663,133,10,59,12,1,0,77,46,6,5,14,2,54,-7,0,0,60,15,3,3,0,86
7844,172,3,93,13,2,0,69,12,6,5,16,2,50,3,1,1,48,90,4,2,1,86
6906,152,3,58,24,1,1,100,-7,6,8,24,1,29,0,1,1,30,-8,3,-8,3,43
9010,169,6,70,44,0,0,100,-7,6,8,44,4,23,0,0,0,9,93,3,2,0,42
3716,449,5,71,33,0,0,100,-7,7,8,23,2,12,5,2,2,1,93,2,2,0,21
3517,105,2,62,34,0,0,91,17,6,6,57,2,37,14,0,0,51,65,5,4,2,56
8121,329,25,158,9,1,0,90,75,6,5,10,0,10,9,0,0,0,-8,3,-8,0,50
4872,401,13,128,32,0,0,100,-7,7,8,35,0,45,13,0,0,15,58,5,3,0,62
3156,-8,8,32,5,1,0,83,11,3,5,0,2,50,1,3,3,37,75,3,1,1,100
1043,235,9,142,19,0,0,100,-7,7,8,19,1,0,8,0,0,77,-8,7,-8,6,64
4307,18,2,10,1,0,0,100,-7,7,8,2,1,50,0,6,6,12,-8,1,1,0,100
10019,219,5,101,35,0,0,100,-7,5,7,35,1,51,-7,1,1,91,96,3,4,3,78
3127,97,14,76,18,0,0,78,2,4,6,7,0,33,-8,0,0,97,10,2,2,2,100
9352,220,4,83,21,1,0,80,1,4,5,25,2,44,22,0,0,62,87,4,3,2,73
1687,182,2,34,7,0,0,100,-7,7,8,8,5,13,0,2,2,57,-8,4,-8,1,100
1752,145,16,90,5,1,1,86,60,6,4,7,0,29,0,0,0,0,22,1,1,-8,67
1002,360,6,124,40,3,0,93,2,3,5,44,2,25,7,0,0,60,39,9,3,1,86
1047,108,2,35,7,1,0,90,37,6,5,10,6,30,2,2,2,0,-8,0,-8,0,14
598,192,2,86,25,0,0,100,-7,7,8,29,2,41,-7,1,1,28,68,2,3,0,63
5966,359,62,188,11,0,0,100,-7,7,8,11,0,18,-7,0,0,5,-8,3,1,0,67
8596,390,1,98,37,0,0,100,-7,7,8,38,5,24,0,4,3,22,64,4,1,1,33
8821,262,19,101,9,0,0,100,-7,7,8,9,0,0,19,0,0,8,-8,2,-8,0,50
7158,105,2,42,17,0,0,100,-7,7,8,18,6,33,0,3,3,73,98,8,2,3,83
572,251,3,105,33,0,0,85,26,6,6,33,3,24,-7,0,0,22,-8,7,1,0,53
6889,80,2,26,18,0,0,100,-7,7,8,19,6,37,0,4,4,80,92,6,2,2,89
6197,265,6,83,16,0,0,100,-7,7,8,16,2,19,5,0,0,13,-8,1,1,0,22
416,130,9,49,17,0,0,100,-7,7,8,17,1,24,0,0,0,7,132,1,4,0,50
2938,148,17,113,13,0,0,100,-7,7,8,12,0,15,4,1,1,2,-8,4,-8,0,44
101,220,2,91,20,0,0,100,-7,7,8,23,2,39,-7,2,2,36,-8,3,1,1,67
4885,123,7,56,11,1,1,83,8,4,3,12,1,25,3,1,1,27,58,2,3,1,60
7247,178,22,74,25,0,0,92,12,6,6,25,0,40,0,6,5,20,45,5,2,0,70
4133,87,10,35,18,1,1,89,3,2,4,19,2,16,0,2,2,29,73,6,1,1,47
8517,-8,3,128,25,1,1,100,-7,6,8,26,3,23,-7,1,1,45,81,3,3,1,50
2300,110,7,46,33,1,1,97,9,4,4,38,1,26,-7,1,1,41,23,9,2,2,87
9333,88,17,43,9,0,0,100,-7,7,8,9,0,67,-8,0,0,20,74,1,3,0,67
3483,153,0,62,11,0,0,100,-7,7,8,19,2,33,0,1,1,11,-8,2,-8,1,40
9230,435,12,138,26,3,1,90,13,6,5,30,0,33,8,0,0,16,31,3,3,1,43
5194,72,5,32,17,0,0,100,-7,7,8,17,5,12,3,2,2,58,65,3,2,0,83
8527,-8,41,102,8,1,1,100,-7,6,8,8,0,38,0,1,1,0,83,2,1,0,60
2450,119,7,7,3,0,0,100,-7,7,8,7,3,0,-7,8,6,84,-8,3,-8,1,100
5282,189,1,66,43,0,0,92,6,4,6,49,7,63,0,8,8,46,39,7,3,3,67
6765,206,22,92,12,0,0,100,-7,7,8,12,0,67,21,0,0,0,12,0,2,0,50
6751,263,13,99,28,0,0,93,29,6,6,34,0,23,2,1,1,68,82,12,3,5,88
4962,325,34,117,13,0,0,100,-7,7,8,13,0,8,24,0,0,3,-8,2,-8,0,25
7553,248,2,77,28,3,1,84,30,5,3,33,3,53,-7,0,0,31,34,8,4,1,80
6498,111,20,65,14,2,2,93,35,6,6,17,0,33,0,0,0,11,73,1,1,-8,67
6343,188,31,136,12,1,0,65,4,4,5,17,0,47,0,3,3,51,54,4,2,1,100
10227,130,1,33,13,0,0,100,-7,7,8,14,6,0,4,1,1,64,-8,7,-8,3,78
7263,262,11,113,21,2,0,74,14,6,5,23,1,17,0,0,0,38,-8,3,-8,3,25
7534,113,2,53,15,0,0,100,-7,7,8,16,3,0,-7,1,1,19,-8,4,-8,0,44
8486,-8,13,107,16,2,1,83,8,2,4,19,0,37,-7,0,0,48,81,6,4,2,80
795,429,5,116,15,0,0,100,-7,7,8,16,1,20,3,2,2,1,-8,1,-8,0,11
5927,74,12,44,21,1,0,95,22,6,5,22,0,14,-7,1,1,54,83,11,1,4,80
3267,162,8,58,38,0,0,100,-7,7,8,53,2,18,2,1,1,6,80,3,3,0,32
6542,369,5,131,21,2,2,100,-7,6,8,23,2,57,0,1,1,78,68,4,4,3,80
9306,222,13,107,17,0,0,94,66,6,6,17,0,35,0,1,1,0,-8,1,1,0,25
4473,210,6,85,36,0,0,100,-7,7,8,39,1,19,-7,1,1,30,53,3,2,1,31
10229,112,1,57,24,0,0,100,-7,7,8,25,4,16,13,0,0,11,95,3,2,0,31
7436,116,1,58,24,1,1,100,-7,7,8,38,6,59,0,7,7,35,78,3,7,2,71
4891,273,10,107,27,1,0,93,18,6,5,29,1,17,10,0,0,26,91,4,2,0,54
1020,118,7,45,17,0,0,88,11,4,6,17,4,35,0,0,0,15,-8,1,1,0,29
7556,50,2,21,11,0,0,92,3,4,6,12,7,42,-7,1,1,69,82,4,2,2,100
10059,263,24,75,12,0,0,92,28,6,6,13,0,69,-7,0,0,81,10,3,2,2,100
6039,87,9,42,10,2,1,83,5,3,5,12,2,33,1,1,1,14,90,4,1,1,63
3969,226,2,84,14,0,0,100,-7,7,8,27,1,13,2,1,1,6,-8,6,-8,0,75
5207,240,6,94,19,0,0,100,-7,7,8,19,2,47,0,0,0,21,88,3,2,0,83
6206,186,5,91,31,0,0,97,21,6,6,31,2,19,11,0,0,4,87,1,1,0,14
4295,120,11,49,29,0,0,100,-7,7,8,29,2,17,0,0,0,68,85,6,3,4,50
8816,293,1,84,29,1,1,94,2,6,6,32,3,26,1,3,3,24,-8,6,1,2,58
1886,181,3,59,22,0,0,100,-7,7,8,22,2,41,0,0,0,56,54,6,5,1,79
9315,205,27,104,40,3,1,89,12,6,4,46,0,70,-8,0,0,55,84,3,5,1,90
989,196,3,74,17,0,0,94,36,6,6,17,1,53,1,3,3,0,74,0,3,0,50
4859,169,21,57,15,0,0,100,-7,7,8,15,0,33,0,1,1,11,-8,3,1,0,57
7781,101,8,44,17,0,0,100,-7,7,8,18,1,24,7,0,0,48,53,4,3,2,78
3880,437,2,137,25,0,0,100,-7,7,8,25,1,12,4,1,1,4,-8,6,1,0,50
1900,77,8,45,28,0,0,100,-7,7,8,29,3,38,0,0,0,39,72,4,5,0,75
8933,243,2,77,26,1,0,90,7,4,5,30,3,57,0,6,6,72,100,2,4,-8,86
1803,75,4,43,22,0,0,96,18,5,6,23,2,30,0,7,7,59,82,14,4,2,90
6541,208,6,86,39,1,1,95,9,4,6,43,1,45,0,11,11,5,82,6,5,0,86
6507,270,9,128,20,0,0,100,-7,7,8,20,1,50,0,1,1,95,80,4,4,3,89
7711,392,24,150,17,0,0,100,-7,7,8,17,0,6,-8,0,0,7,-8,3,1,0,44
9147,227,19,104,26,0,0,96,64,6,6,27,0,15,-7,0,0,32,-8,4,1,0,56
9936,116,8,62,7,1,0,67,63,5,5,9,1,22,0,4,4,93,-8,5,-8,3,100
7434,46,5,27,7,0,0,100,-7,7,8,7,2,43,0,1,1,0,96,0,2,-8,67
9591,222,12,103,31,1,0,94,79,6,5,33,0,33,6,1,0,32,68,13,3,2,84
5336,147,3,65,15,0,0,93,30,6,6,15,2,33,0,3,3,21,37,2,2,0,44
9475,379,1,129,23,4,3,86,42,6,2,29,1,52,0,3,3,33,-8,7,2,1,69
8506,-8,32,61,9,1,1,78,1,0,6,9,0,56,-7,1,1,77,59,3,1,2,100
8993,188,8,70,22,1,1,92,8,4,4,25,1,52,0,0,0,76,73,5,4,4,90
8189,186,2,79,14,0,0,100,-7,7,8,16,3,75,0,4,4,25,-8,1,2,0,75
6636,151,9,65,30,1,1,100,-7,6,8,31,1,19,-7,1,1,56,21,10,3,5,76
2254,115,7,109,35,0,0,100,-7,7,8,3,2,40,-7,1,1,82,67,4,4,3,90
2880,90,4,55,52,0,0,98,3,4,6,22,3,33,0,2,2,15,51,9,6,2,60
7153,281,1,98,44,0,0,100,-7,7,8,48,4,31,0,1,1,24,19,7,1,2,50
2846,134,2,60,30,0,0,85,11,4,6,16,4,32,0,3,3,26,53,5,2,1,50
6688,183,5,77,11,1,1,92,70,6,3,12,2,17,-7,1,1,58,26,6,1,0,78
4967,221,9,67,29,1,1,97,53,6,2,31,2,27,9,0,0,48,32,10,2,3,81
312,191,4,76,20,0,0,100,-7,7,8,20,2,35,0,3,2,69,17,2,2,1,63
3524,149,7,80,18,0,0,100,-7,7,8,38,2,28,1,1,1,2,87,1,2,0,38
2840,183,32,95,8,8,8,67,3,0,2,5,0,0,-8,0,0,0,-8,0,-8,0,25
1943,295,26,102,20,1,0,91,11,4,2,22,0,27,0,1,1,53,58,2,2,0,67
7817,210,3,68,16,0,0,100,-7,7,8,16,3,56,6,0,0,2,-8,2,5,0,73
2498,146,2,47,17,1,1,100,-7,6,8,15,4,17,-7,2,2,64,-8,9,2,4,79
7008,377,10,81,16,1,0,90,58,6,5,21,3,29,0,2,1,54,35,8,2,1,85
743,272,18,104,10,1,0,91,35,6,5,12,0,18,17,0,0,6,-8,1,-8,0,25
399,422,1,91,55,0,0,100,-7,7,8,57,4,33,0,4,4,2,11,12,2,1,57
4114,284,34,93,9,0,0,100,-7,7,8,22,0,33,7,0,0,0,50,0,1,0,25
7682,93,9,40,12,1,1,85,3,0,2,13,1,54,8,0,0,30,90,2,2,1,57
6230,193,8,88,25,0,0,100,-7,7,8,26,1,12,12,0,0,30,-8,3,-8,1,33
3723,285,4,134,20,1,1,100,-7,0,8,4,1,30,0,6,6,5,-8,4,1,1,75
76,155,8,37,20,1,1,95,8,4,6,21,1,38,0,2,2,49,87,5,5,1,67
9236,353,1,84,59,0,0,97,13,6,6,60,6,17,1,5,4,42,82,6,3,2,39
2443,155,1,26,8,1,1,100,-7,7,8,17,1,33,-7,1,1,3,25,3,2,0,71
6442,196,2,56,25,0,0,100,-7,7,8,27,4,30,0,3,3,34,79,4,4,1,47
